Constructor,D.O.B,Driver,Grid Pos,Nationality,Podium,Points,Round,Season,Status,Time,Track,URL
renault,1981-10-19,kovalainen,8,Finnish,7,2.0,4,2007,Finished,5558358.0,catalunya,http://en.wikipedia.org/wiki/2007_Spanish_Grand_Prix
super_aguri,1977-01-28,sato,13,Japanese,8,1.0,4,2007,+1 Lap,,catalunya,http://en.wikipedia.org/wiki/2007_Spanish_Grand_Prix
renault,1973-01-14,fisichella,10,Italian,9,0.0,4,2007,+1 Lap,,catalunya,http://en.wikipedia.org/wiki/2007_Spanish_Grand_Prix
honda,1972-05-23,barrichello,12,Brazilian,10,0.0,4,2007,+1 Lap,,catalunya,http://en.wikipedia.org/wiki/2007_Spanish_Grand_Prix
super_aguri,1979-04-18,davidson,15,British,11,0.0,4,2007,+1 Lap,,catalunya,http://en.wikipedia.org/wiki/2007_Spanish_Grand_Prix
honda,1980-01-19,button,14,British,12,0.0,4,2007,+1 Lap,,catalunya,http://en.wikipedia.org/wiki/2007_Spanish_Grand_Prix
spyker,1983-01-11,sutil,20,German,13,0.0,4,2007,+2 Laps,,catalunya,http://en.wikipedia.org/wiki/2007_Spanish_Grand_Prix
spyker,1979-04-16,albers,21,Dutch,14,0.0,4,2007,+2 Laps,,catalunya,http://en.wikipedia.org/wiki/2007_Spanish_Grand_Prix
bmw_sauber,1977-05-10,heidfeld,7,German,15,0.0,4,2007,Gearbox,,catalunya,http://en.wikipedia.org/wiki/2007_Spanish_Grand_Prix
toyota,1975-06-30,ralf_schumacher,17,German,16,0.0,4,2007,Suspension,,catalunya,http://en.wikipedia.org/wiki/2007_Spanish_Grand_Prix
toro_rosso,1980-08-06,liuzzi,16,Italian,17,0.0,4,2007,Retired,,catalunya,http://en.wikipedia.org/wiki/2007_Spanish_Grand_Prix
toro_rosso,1983-01-24,speed,22,American,18,0.0,4,2007,Tyre,,catalunya,http://en.wikipedia.org/wiki/2007_Spanish_Grand_Prix
ferrari,1979-10-17,raikkonen,3,Finnish,19,0.0,4,2007,Suspension,,catalunya,http://en.wikipedia.org/wiki/2007_Spanish_Grand_Prix
toyota,1974-07-13,trulli,6,Italian,20,0.0,4,2007,Fuel pressure,,catalunya,http://en.wikipedia.org/wiki/2007_Spanish_Grand_Prix
red_bull,1976-08-27,webber,19,Australian,21,0.0,4,2007,Hydraulics,,catalunya,http://en.wikipedia.org/wiki/2007_Spanish_Grand_Prix
williams,1974-02-15,wurz,18,Austrian,22,0.0,4,2007,Collision,,catalunya,http://en.wikipedia.org/wiki/2007_Spanish_Grand_Prix
mclaren,1981-07-29,alonso,1,Spanish,1,10.0,5,2007,Finished,6029329.0,monaco,http://en.wikipedia.org/wiki/2007_Monaco_Grand_Prix
mclaren,1985-01-07,hamilton,2,British,2,8.0,5,2007,Finished,6033424.0,monaco,http://en.wikipedia.org/wiki/2007_Monaco_Grand_Prix
ferrari,1981-04-25,massa,3,Brazilian,3,6.0,5,2007,Finished,6098443.0,monaco,http://en.wikipedia.org/wiki/2007_Monaco_Grand_Prix
renault,1973-01-14,fisichella,4,Italian,4,5.0,5,2007,+1 Lap,,monaco,http://en.wikipedia.org/wiki/2007_Monaco_Grand_Prix
bmw_sauber,1984-12-07,kubica,8,Polish,5,4.0,5,2007,+1 Lap,,monaco,http://en.wikipedia.org/wiki/2007_Monaco_Grand_Prix
bmw_sauber,1977-05-10,heidfeld,7,German,6,3.0,5,2007,+1 Lap,,monaco,http://en.wikipedia.org/wiki/2007_Monaco_Grand_Prix
williams,1974-02-15,wurz,11,Austrian,7,2.0,5,2007,+1 Lap,,monaco,http://en.wikipedia.org/wiki/2007_Monaco_Grand_Prix
ferrari,1979-10-17,raikkonen,16,Finnish,8,1.0,5,2007,+1 Lap,,monaco,http://en.wikipedia.org/wiki/2007_Monaco_Grand_Prix
toro_rosso,1983-01-24,speed,18,American,9,0.0,5,2007,+1 Lap,,monaco,http://en.wikipedia.org/wiki/2007_Monaco_Grand_Prix
honda,1972-05-23,barrichello,9,Brazilian,10,0.0,5,2007,+1 Lap,,monaco,http://en.wikipedia.org/wiki/2007_Monaco_Grand_Prix
honda,1980-01-19,button,10,British,11,0.0,5,2007,+1 Lap,,monaco,http://en.wikipedia.org/wiki/2007_Monaco_Grand_Prix
williams,1985-06-27,rosberg,5,German,12,0.0,5,2007,+1 Lap,,monaco,http://en.wikipedia.org/wiki/2007_Monaco_Grand_Prix
renault,1981-10-19,kovalainen,15,Finnish,13,0.0,5,2007,Engine,,monaco,http://en.wikipedia.org/wiki/2007_Monaco_Grand_Prix
red_bull,1971-03-27,coulthard,13,British,14,0.0,5,2007,+2 Laps,,monaco,http://en.wikipedia.org/wiki/2007_Monaco_Grand_Prix
toyota,1974-07-13,trulli,14,Italian,15,0.0,5,2007,+2 Laps,,monaco,http://en.wikipedia.org/wiki/2007_Monaco_Grand_Prix
toyota,1975-06-30,ralf_schumacher,20,German,16,0.0,5,2007,+2 Laps,,monaco,http://en.wikipedia.org/wiki/2007_Monaco_Grand_Prix
super_aguri,1977-01-28,sato,21,Japanese,17,0.0,5,2007,+2 Laps,,monaco,http://en.wikipedia.org/wiki/2007_Monaco_Grand_Prix
super_aguri,1979-04-18,davidson,17,British,18,0.0,5,2007,+2 Laps,,monaco,http://en.wikipedia.org/wiki/2007_Monaco_Grand_Prix
spyker,1979-04-16,albers,22,Dutch,19,0.0,5,2007,Driveshaft,,monaco,http://en.wikipedia.org/wiki/2007_Monaco_Grand_Prix
spyker,1983-01-11,sutil,19,German,20,0.0,5,2007,Accident,,monaco,http://en.wikipedia.org/wiki/2007_Monaco_Grand_Prix
red_bull,1976-08-27,webber,6,Australian,21,0.0,5,2007,Gearbox,,monaco,http://en.wikipedia.org/wiki/2007_Monaco_Grand_Prix
toro_rosso,1980-08-06,liuzzi,12,Italian,22,0.0,5,2007,Accident,,monaco,http://en.wikipedia.org/wiki/2007_Monaco_Grand_Prix
mclaren,1985-01-07,hamilton,1,British,1,10.0,6,2007,Finished,6251292.0,villeneuve,http://en.wikipedia.org/wiki/2007_Canadian_Grand_Prix
bmw_sauber,1977-05-10,heidfeld,3,German,2,8.0,6,2007,Finished,6255635.0,villeneuve,http://en.wikipedia.org/wiki/2007_Canadian_Grand_Prix
williams,1974-02-15,wurz,19,Austrian,3,6.0,6,2007,Finished,6256617.0,villeneuve,http://en.wikipedia.org/wiki/2007_Canadian_Grand_Prix
renault,1981-10-19,kovalainen,22,Finnish,4,5.0,6,2007,Finished,6258021.0,villeneuve,http://en.wikipedia.org/wiki/2007_Canadian_Grand_Prix
ferrari,1979-10-17,raikkonen,4,Finnish,5,4.0,6,2007,Finished,6264299.0,villeneuve,http://en.wikipedia.org/wiki/2007_Canadian_Grand_Prix
super_aguri,1977-01-28,sato,11,Japanese,6,3.0,6,2007,Finished,6267990.0,villeneuve,http://en.wikipedia.org/wiki/2007_Canadian_Grand_Prix
mclaren,1981-07-29,alonso,2,Spanish,7,2.0,6,2007,Finished,6273228.0,villeneuve,http://en.wikipedia.org/wiki/2007_Canadian_Grand_Prix
toyota,1975-06-30,ralf_schumacher,18,German,8,1.0,6,2007,Finished,6274180.0,villeneuve,http://en.wikipedia.org/wiki/2007_Canadian_Grand_Prix
red_bull,1976-08-27,webber,6,Australian,9,0.0,6,2007,Finished,6274252.0,villeneuve,http://en.wikipedia.org/wiki/2007_Canadian_Grand_Prix
williams,1985-06-27,rosberg,7,German,10,0.0,6,2007,Finished,6275276.0,villeneuve,http://en.wikipedia.org/wiki/2007_Canadian_Grand_Prix
super_aguri,1979-04-18,davidson,17,British,11,0.0,6,2007,Finished,6275610.0,villeneuve,http://en.wikipedia.org/wiki/2007_Canadian_Grand_Prix
honda,1972-05-23,barrichello,13,Brazilian,12,0.0,6,2007,Finished,6281731.0,villeneuve,http://en.wikipedia.org/wiki/2007_Canadian_Grand_Prix
toyota,1974-07-13,trulli,10,Italian,13,0.0,6,2007,Accident,,villeneuve,http://en.wikipedia.org/wiki/2007_Canadian_Grand_Prix
toro_rosso,1980-08-06,liuzzi,12,Italian,14,0.0,6,2007,Accident,,villeneuve,http://en.wikipedia.org/wiki/2007_Canadian_Grand_Prix
spyker,1979-04-16,albers,21,Dutch,15,0.0,6,2007,Front wing,,villeneuve,http://en.wikipedia.org/wiki/2007_Canadian_Grand_Prix
red_bull,1971-03-27,coulthard,14,British,16,0.0,6,2007,Gearbox,,villeneuve,http://en.wikipedia.org/wiki/2007_Canadian_Grand_Prix
bmw_sauber,1984-12-07,kubica,8,Polish,17,0.0,6,2007,Accident,,villeneuve,http://en.wikipedia.org/wiki/2007_Canadian_Grand_Prix
spyker,1983-01-11,sutil,20,German,18,0.0,6,2007,Accident,,villeneuve,http://en.wikipedia.org/wiki/2007_Canadian_Grand_Prix
toro_rosso,1983-01-24,speed,16,American,19,0.0,6,2007,Accident,,villeneuve,http://en.wikipedia.org/wiki/2007_Canadian_Grand_Prix
honda,1980-01-19,button,15,British,20,0.0,6,2007,Gearbox,,villeneuve,http://en.wikipedia.org/wiki/2007_Canadian_Grand_Prix
ferrari,1981-04-25,massa,5,Brazilian,21,0.0,6,2007,Disqualified,,villeneuve,http://en.wikipedia.org/wiki/2007_Canadian_Grand_Prix
renault,1973-01-14,fisichella,9,Italian,22,0.0,6,2007,Disqualified,,villeneuve,http://en.wikipedia.org/wiki/2007_Canadian_Grand_Prix
mclaren,1985-01-07,hamilton,1,British,1,10.0,7,2007,Finished,5469965.0,indianapolis,http://en.wikipedia.org/wiki/2007_United_States_Grand_Prix
mclaren,1981-07-29,alonso,2,Spanish,2,8.0,7,2007,Finished,5471465.0,indianapolis,http://en.wikipedia.org/wiki/2007_United_States_Grand_Prix
ferrari,1981-04-25,massa,3,Brazilian,3,6.0,7,2007,Finished,5482765.0,indianapolis,http://en.wikipedia.org/wiki/2007_United_States_Grand_Prix
ferrari,1979-10-17,raikkonen,4,Finnish,4,5.0,7,2007,Finished,5485365.0,indianapolis,http://en.wikipedia.org/wiki/2007_United_States_Grand_Prix
renault,1981-10-19,kovalainen,6,Finnish,5,4.0,7,2007,Finished,5511365.0,indianapolis,http://en.wikipedia.org/wiki/2007_United_States_Grand_Prix
toyota,1974-07-13,trulli,8,Italian,6,3.0,7,2007,Finished,5536665.0,indianapolis,http://en.wikipedia.org/wiki/2007_United_States_Grand_Prix
red_bull,1976-08-27,webber,9,Australian,7,2.0,7,2007,Finished,5537265.0,indianapolis,http://en.wikipedia.org/wiki/2007_United_States_Grand_Prix
bmw_sauber,1987-07-03,vettel,7,German,8,1.0,7,2007,Finished,5537665.0,indianapolis,http://en.wikipedia.org/wiki/2007_United_States_Grand_Prix
renault,1973-01-14,fisichella,10,Italian,9,0.0,7,2007,+1 Lap,,indianapolis,http://en.wikipedia.org/wiki/2007_United_States_Grand_Prix
williams,1974-02-15,wurz,17,Austrian,10,0.0,7,2007,+1 Lap,,indianapolis,http://en.wikipedia.org/wiki/2007_United_States_Grand_Prix
super_aguri,1979-04-18,davidson,16,British,11,0.0,7,2007,+1 Lap,,indianapolis,http://en.wikipedia.org/wiki/2007_United_States_Grand_Prix
honda,1980-01-19,button,13,British,12,0.0,7,2007,+1 Lap,,indianapolis,http://en.wikipedia.org/wiki/2007_United_States_Grand_Prix
toro_rosso,1983-01-24,speed,20,American,13,0.0,7,2007,+2 Laps,,indianapolis,http://en.wikipedia.org/wiki/2007_United_States_Grand_Prix
spyker,1983-01-11,sutil,21,German,14,0.0,7,2007,+2 Laps,,indianapolis,http://en.wikipedia.org/wiki/2007_United_States_Grand_Prix
spyker,1979-04-16,albers,22,Dutch,15,0.0,7,2007,+3 Laps,,indianapolis,http://en.wikipedia.org/wiki/2007_United_States_Grand_Prix
williams,1985-06-27,rosberg,14,German,16,0.0,7,2007,Engine,,indianapolis,http://en.wikipedia.org/wiki/2007_United_States_Grand_Prix
toro_rosso,1980-08-06,liuzzi,19,Italian,17,0.0,7,2007,Water pressure,,indianapolis,http://en.wikipedia.org/wiki/2007_United_States_Grand_Prix
bmw_sauber,1977-05-10,heidfeld,5,German,18,0.0,7,2007,Transmission,,indianapolis,http://en.wikipedia.org/wiki/2007_United_States_Grand_Prix
super_aguri,1977-01-28,sato,18,Japanese,19,0.0,7,2007,Spun off,,indianapolis,http://en.wikipedia.org/wiki/2007_United_States_Grand_Prix
red_bull,1971-03-27,coulthard,11,British,20,0.0,7,2007,Collision,,indianapolis,http://en.wikipedia.org/wiki/2007_United_States_Grand_Prix
honda,1972-05-23,barrichello,15,Brazilian,21,0.0,7,2007,Collision,,indianapolis,http://en.wikipedia.org/wiki/2007_United_States_Grand_Prix
toyota,1975-06-30,ralf_schumacher,12,German,22,0.0,7,2007,Collision,,indianapolis,http://en.wikipedia.org/wiki/2007_United_States_Grand_Prix
ferrari,1979-10-17,raikkonen,3,Finnish,1,10.0,8,2007,Finished,5454200.0,magny_cours,http://en.wikipedia.org/wiki/2007_French_Grand_Prix
ferrari,1981-04-25,massa,1,Brazilian,2,8.0,8,2007,Finished,5456614.0,magny_cours,http://en.wikipedia.org/wiki/2007_French_Grand_Prix
mclaren,1985-01-07,hamilton,2,British,3,6.0,8,2007,Finished,5486353.0,magny_cours,http://en.wikipedia.org/wiki/2007_French_Grand_Prix
bmw_sauber,1984-12-07,kubica,4,Polish,4,5.0,8,2007,Finished,5495927.0,magny_cours,http://en.wikipedia.org/wiki/2007_French_Grand_Prix
bmw_sauber,1977-05-10,heidfeld,7,German,5,4.0,8,2007,Finished,5503001.0,magny_cours,http://en.wikipedia.org/wiki/2007_French_Grand_Prix
renault,1973-01-14,fisichella,5,Italian,6,3.0,8,2007,Finished,5506140.0,magny_cours,http://en.wikipedia.org/wiki/2007_French_Grand_Prix
mclaren,1981-07-29,alonso,10,Spanish,7,2.0,8,2007,Finished,5510716.0,magny_cours,http://en.wikipedia.org/wiki/2007_French_Grand_Prix
honda,1980-01-19,button,12,British,8,1.0,8,2007,Finished,5513085.0,magny_cours,http://en.wikipedia.org/wiki/2007_French_Grand_Prix
williams,1985-06-27,rosberg,9,German,9,0.0,8,2007,Finished,5522705.0,magny_cours,http://en.wikipedia.org/wiki/2007_French_Grand_Prix
toyota,1975-06-30,ralf_schumacher,11,German,10,0.0,8,2007,+1 Lap,,magny_cours,http://en.wikipedia.org/wiki/2007_French_Grand_Prix
honda,1972-05-23,barrichello,13,Brazilian,11,0.0,8,2007,+1 Lap,,magny_cours,http://en.wikipedia.org/wiki/2007_French_Grand_Prix
red_bull,1976-08-27,webber,14,Australian,12,0.0,8,2007,+1 Lap,,magny_cours,http://en.wikipedia.org/wiki/2007_French_Grand_Prix
red_bull,1971-03-27,coulthard,16,British,13,0.0,8,2007,+1 Lap,,magny_cours,http://en.wikipedia.org/wiki/2007_French_Grand_Prix
williams,1974-02-15,wurz,18,Austrian,14,0.0,8,2007,+1 Lap,,magny_cours,http://en.wikipedia.org/wiki/2007_French_Grand_Prix
renault,1981-10-19,kovalainen,6,Finnish,15,0.0,8,2007,+1 Lap,,magny_cours,http://en.wikipedia.org/wiki/2007_French_Grand_Prix
super_aguri,1977-01-28,sato,22,Japanese,16,0.0,8,2007,+2 Laps,,magny_cours,http://en.wikipedia.org/wiki/2007_French_Grand_Prix
spyker,1983-01-11,sutil,21,German,17,0.0,8,2007,+2 Laps,,magny_cours,http://en.wikipedia.org/wiki/2007_French_Grand_Prix
toro_rosso,1983-01-24,speed,15,American,18,0.0,8,2007,Gearbox,,magny_cours,http://en.wikipedia.org/wiki/2007_French_Grand_Prix
spyker,1979-04-16,albers,20,Dutch,19,0.0,8,2007,Refuelling,,magny_cours,http://en.wikipedia.org/wiki/2007_French_Grand_Prix
super_aguri,1979-04-18,davidson,19,British,20,0.0,8,2007,Collision,,magny_cours,http://en.wikipedia.org/wiki/2007_French_Grand_Prix
toyota,1974-07-13,trulli,8,Italian,21,0.0,8,2007,Collision,,magny_cours,http://en.wikipedia.org/wiki/2007_French_Grand_Prix
toro_rosso,1980-08-06,liuzzi,17,Italian,22,0.0,8,2007,Collision,,magny_cours,http://en.wikipedia.org/wiki/2007_French_Grand_Prix
ferrari,1979-10-17,raikkonen,2,Finnish,1,10.0,9,2007,Finished,4903074.0,silverstone,http://en.wikipedia.org/wiki/2007_British_Grand_Prix
mclaren,1981-07-29,alonso,3,Spanish,2,8.0,9,2007,Finished,4905533.0,silverstone,http://en.wikipedia.org/wiki/2007_British_Grand_Prix
mclaren,1985-01-07,hamilton,1,British,3,6.0,9,2007,Finished,4942447.0,silverstone,http://en.wikipedia.org/wiki/2007_British_Grand_Prix
bmw_sauber,1984-12-07,kubica,5,Polish,4,5.0,9,2007,Finished,4956393.0,silverstone,http://en.wikipedia.org/wiki/2007_British_Grand_Prix
ferrari,1981-04-25,massa,4,Brazilian,5,4.0,9,2007,Finished,4957137.0,silverstone,http://en.wikipedia.org/wiki/2007_British_Grand_Prix
bmw_sauber,1977-05-10,heidfeld,9,German,6,3.0,9,2007,Finished,4959410.0,silverstone,http://en.wikipedia.org/wiki/2007_British_Grand_Prix
renault,1981-10-19,kovalainen,7,Finnish,7,2.0,9,2007,+1 Lap,,silverstone,http://en.wikipedia.org/wiki/2007_British_Grand_Prix
renault,1973-01-14,fisichella,8,Italian,8,1.0,9,2007,+1 Lap,,silverstone,http://en.wikipedia.org/wiki/2007_British_Grand_Prix
honda,1972-05-23,barrichello,14,Brazilian,9,0.0,9,2007,+1 Lap,,silverstone,http://en.wikipedia.org/wiki/2007_British_Grand_Prix
honda,1980-01-19,button,18,British,10,0.0,9,2007,+1 Lap,,silverstone,http://en.wikipedia.org/wiki/2007_British_Grand_Prix
red_bull,1971-03-27,coulthard,12,British,11,0.0,9,2007,+1 Lap,,silverstone,http://en.wikipedia.org/wiki/2007_British_Grand_Prix
williams,1985-06-27,rosberg,17,German,12,0.0,9,2007,+1 Lap,,silverstone,http://en.wikipedia.org/wiki/2007_British_Grand_Prix
williams,1974-02-15,wurz,13,Austrian,13,0.0,9,2007,+1 Lap,,silverstone,http://en.wikipedia.org/wiki/2007_British_Grand_Prix
super_aguri,1977-01-28,sato,21,Japanese,14,0.0,9,2007,+2 Laps,,silverstone,http://en.wikipedia.org/wiki/2007_British_Grand_Prix
spyker,1979-04-16,albers,22,Dutch,15,0.0,9,2007,+2 Laps,,silverstone,http://en.wikipedia.org/wiki/2007_British_Grand_Prix
toro_rosso,1980-08-06,liuzzi,16,Italian,16,0.0,9,2007,Gearbox,,silverstone,http://en.wikipedia.org/wiki/2007_British_Grand_Prix
toyota,1974-07-13,trulli,10,Italian,17,0.0,9,2007,Retired,,silverstone,http://en.wikipedia.org/wiki/2007_British_Grand_Prix
super_aguri,1979-04-18,davidson,19,British,18,0.0,9,2007,Mechanical,,silverstone,http://en.wikipedia.org/wiki/2007_British_Grand_Prix
toro_rosso,1983-01-24,speed,15,American,19,0.0,9,2007,Accident,,silverstone,http://en.wikipedia.org/wiki/2007_British_Grand_Prix
toyota,1975-06-30,ralf_schumacher,6,German,20,0.0,9,2007,Wheel,,silverstone,http://en.wikipedia.org/wiki/2007_British_Grand_Prix
spyker,1983-01-11,sutil,20,German,21,0.0,9,2007,Engine,,silverstone,http://en.wikipedia.org/wiki/2007_British_Grand_Prix
red_bull,1976-08-27,webber,11,Australian,22,0.0,9,2007,Hydraulics,,silverstone,http://en.wikipedia.org/wiki/2007_British_Grand_Prix
mclaren,1981-07-29,alonso,2,Spanish,1,10.0,10,2007,Finished,7586358.0,nurburgring,http://en.wikipedia.org/wiki/2007_European_Grand_Prix
ferrari,1981-04-25,massa,3,Brazilian,2,8.0,10,2007,Finished,7594513.0,nurburgring,http://en.wikipedia.org/wiki/2007_European_Grand_Prix
red_bull,1976-08-27,webber,6,Australian,3,6.0,10,2007,Finished,7652032.0,nurburgring,http://en.wikipedia.org/wiki/2007_European_Grand_Prix
williams,1974-02-15,wurz,12,Austrian,4,5.0,10,2007,Finished,7652295.0,nurburgring,http://en.wikipedia.org/wiki/2007_European_Grand_Prix
red_bull,1971-03-27,coulthard,20,British,5,4.0,10,2007,Finished,7660014.0,nurburgring,http://en.wikipedia.org/wiki/2007_European_Grand_Prix
bmw_sauber,1977-05-10,heidfeld,4,German,6,3.0,10,2007,Finished,7666656.0,nurburgring,http://en.wikipedia.org/wiki/2007_European_Grand_Prix
bmw_sauber,1984-12-07,kubica,5,Polish,7,2.0,10,2007,Finished,7668773.0,nurburgring,http://en.wikipedia.org/wiki/2007_European_Grand_Prix
renault,1981-10-19,kovalainen,7,Finnish,8,1.0,10,2007,+1 Lap,,nurburgring,http://en.wikipedia.org/wiki/2007_European_Grand_Prix
mclaren,1985-01-07,hamilton,10,British,9,0.0,10,2007,+1 Lap,,nurburgring,http://en.wikipedia.org/wiki/2007_European_Grand_Prix
renault,1973-01-14,fisichella,13,Italian,10,0.0,10,2007,+1 Lap,,nurburgring,http://en.wikipedia.org/wiki/2007_European_Grand_Prix
honda,1972-05-23,barrichello,14,Brazilian,11,0.0,10,2007,+1 Lap,,nurburgring,http://en.wikipedia.org/wiki/2007_European_Grand_Prix
super_aguri,1979-04-18,davidson,15,British,12,0.0,10,2007,+1 Lap,,nurburgring,http://en.wikipedia.org/wiki/2007_European_Grand_Prix
toyota,1974-07-13,trulli,8,Italian,13,0.0,10,2007,+1 Lap,,nurburgring,http://en.wikipedia.org/wiki/2007_European_Grand_Prix
ferrari,1979-10-17,raikkonen,1,Finnish,14,0.0,10,2007,Hydraulics,,nurburgring,http://en.wikipedia.org/wiki/2007_European_Grand_Prix
super_aguri,1977-01-28,sato,16,Japanese,15,0.0,10,2007,Retired,,nurburgring,http://en.wikipedia.org/wiki/2007_European_Grand_Prix
toyota,1975-06-30,ralf_schumacher,9,German,16,0.0,10,2007,Collision,,nurburgring,http://en.wikipedia.org/wiki/2007_European_Grand_Prix
spyker,1980-06-13,markus_winkelhock,22,German,17,0.0,10,2007,Hydraulics,,nurburgring,http://en.wikipedia.org/wiki/2007_European_Grand_Prix
honda,1980-01-19,button,17,British,18,0.0,10,2007,Spun off,,nurburgring,http://en.wikipedia.org/wiki/2007_European_Grand_Prix
spyker,1983-01-11,sutil,21,German,19,0.0,10,2007,Spun off,,nurburgring,http://en.wikipedia.org/wiki/2007_European_Grand_Prix
williams,1985-06-27,rosberg,11,German,20,0.0,10,2007,Spun off,,nurburgring,http://en.wikipedia.org/wiki/2007_European_Grand_Prix
toro_rosso,1983-01-24,speed,18,American,21,0.0,10,2007,Spun off,,nurburgring,http://en.wikipedia.org/wiki/2007_European_Grand_Prix
toro_rosso,1980-08-06,liuzzi,19,Italian,22,0.0,10,2007,Spun off,,nurburgring,http://en.wikipedia.org/wiki/2007_European_Grand_Prix
mclaren,1985-01-07,hamilton,1,British,1,10.0,11,2007,Finished,5752991.0,hungaroring,http://en.wikipedia.org/wiki/2007_Hungarian_Grand_Prix
ferrari,1979-10-17,raikkonen,3,Finnish,2,8.0,11,2007,Finished,5753706.0,hungaroring,http://en.wikipedia.org/wiki/2007_Hungarian_Grand_Prix
bmw_sauber,1977-05-10,heidfeld,2,German,3,6.0,11,2007,Finished,5796120.0,hungaroring,http://en.wikipedia.org/wiki/2007_Hungarian_Grand_Prix
mclaren,1981-07-29,alonso,6,Spanish,4,5.0,11,2007,Finished,5797849.0,hungaroring,http://en.wikipedia.org/wiki/2007_Hungarian_Grand_Prix
bmw_sauber,1984-12-07,kubica,7,Polish,5,4.0,11,2007,Finished,5800607.0,hungaroring,http://en.wikipedia.org/wiki/2007_Hungarian_Grand_Prix
toyota,1975-06-30,ralf_schumacher,5,German,6,3.0,11,2007,Finished,5803660.0,hungaroring,http://en.wikipedia.org/wiki/2007_Hungarian_Grand_Prix
williams,1985-06-27,rosberg,4,German,7,2.0,11,2007,Finished,5812130.0,hungaroring,http://en.wikipedia.org/wiki/2007_Hungarian_Grand_Prix
renault,1981-10-19,kovalainen,11,Finnish,8,1.0,11,2007,Finished,5821095.0,hungaroring,http://en.wikipedia.org/wiki/2007_Hungarian_Grand_Prix
red_bull,1976-08-27,webber,9,Australian,9,0.0,11,2007,Finished,5829322.0,hungaroring,http://en.wikipedia.org/wiki/2007_Hungarian_Grand_Prix
toyota,1974-07-13,trulli,8,Italian,10,0.0,11,2007,+1 Lap,,hungaroring,http://en.wikipedia.org/wiki/2007_Hungarian_Grand_Prix
red_bull,1971-03-27,coulthard,10,British,11,0.0,11,2007,+1 Lap,,hungaroring,http://en.wikipedia.org/wiki/2007_Hungarian_Grand_Prix
renault,1973-01-14,fisichella,13,Italian,12,0.0,11,2007,+1 Lap,,hungaroring,http://en.wikipedia.org/wiki/2007_Hungarian_Grand_Prix
ferrari,1981-04-25,massa,14,Brazilian,13,0.0,11,2007,+1 Lap,,hungaroring,http://en.wikipedia.org/wiki/2007_Hungarian_Grand_Prix
williams,1974-02-15,wurz,12,Austrian,14,0.0,11,2007,+1 Lap,,hungaroring,http://en.wikipedia.org/wiki/2007_Hungarian_Grand_Prix
super_aguri,1977-01-28,sato,19,Japanese,15,0.0,11,2007,+1 Lap,,hungaroring,http://en.wikipedia.org/wiki/2007_Hungarian_Grand_Prix
toro_rosso,1987-07-03,vettel,20,German,16,0.0,11,2007,+1 Lap,,hungaroring,http://en.wikipedia.org/wiki/2007_Hungarian_Grand_Prix
spyker,1983-01-11,sutil,21,German,17,0.0,11,2007,+2 Laps,,hungaroring,http://en.wikipedia.org/wiki/2007_Hungarian_Grand_Prix
honda,1972-05-23,barrichello,18,Brazilian,18,0.0,11,2007,+2 Laps,,hungaroring,http://en.wikipedia.org/wiki/2007_Hungarian_Grand_Prix
toro_rosso,1980-08-06,liuzzi,16,Italian,19,0.0,11,2007,Electrical,,hungaroring,http://en.wikipedia.org/wiki/2007_Hungarian_Grand_Prix
super_aguri,1979-04-18,davidson,15,British,20,0.0,11,2007,Accident,,hungaroring,http://en.wikipedia.org/wiki/2007_Hungarian_Grand_Prix
honda,1980-01-19,button,17,British,21,0.0,11,2007,Throttle,,hungaroring,http://en.wikipedia.org/wiki/2007_Hungarian_Grand_Prix
spyker,1982-07-09,yamamoto,22,Japanese,22,0.0,11,2007,Accident,,hungaroring,http://en.wikipedia.org/wiki/2007_Hungarian_Grand_Prix
ferrari,1981-04-25,massa,1,Brazilian,1,10.0,12,2007,Finished,5202161.0,istanbul,http://en.wikipedia.org/wiki/2007_Turkish_Grand_Prix
ferrari,1979-10-17,raikkonen,3,Finnish,2,8.0,12,2007,Finished,5204436.0,istanbul,http://en.wikipedia.org/wiki/2007_Turkish_Grand_Prix
mclaren,1981-07-29,alonso,4,Spanish,3,6.0,12,2007,Finished,5228342.0,istanbul,http://en.wikipedia.org/wiki/2007_Turkish_Grand_Prix
bmw_sauber,1977-05-10,heidfeld,6,German,4,5.0,12,2007,Finished,5241835.0,istanbul,http://en.wikipedia.org/wiki/2007_Turkish_Grand_Prix
mclaren,1985-01-07,hamilton,2,British,5,4.0,12,2007,Finished,5247246.0,istanbul,http://en.wikipedia.org/wiki/2007_Turkish_Grand_Prix
renault,1981-10-19,kovalainen,7,Finnish,6,3.0,12,2007,Finished,5248330.0,istanbul,http://en.wikipedia.org/wiki/2007_Turkish_Grand_Prix
williams,1985-06-27,rosberg,8,German,7,2.0,12,2007,Finished,5257939.0,istanbul,http://en.wikipedia.org/wiki/2007_Turkish_Grand_Prix
bmw_sauber,1984-12-07,kubica,5,Polish,8,1.0,12,2007,Finished,5258868.0,istanbul,http://en.wikipedia.org/wiki/2007_Turkish_Grand_Prix
renault,1973-01-14,fisichella,10,Italian,9,0.0,12,2007,Finished,5261652.0,istanbul,http://en.wikipedia.org/wiki/2007_Turkish_Grand_Prix
