,Driver,Driver Points,Driver Standings,Driver Wins,Round,Season
5030,siffert,13.0,4,0,6,1969
5031,ickx,13.0,5,0,6,1969
5032,beltoise,11.0,6,0,6,1969
5033,hulme,11.0,7,0,6,1969
5034,courage,8.0,8,0,6,1969
5035,amon,4.0,9,0,6,1969
5036,rindt,3.0,10,0,6,1969
5037,attwood,3.0,11,0,6,1969
5038,elford,3.0,12,0,6,1969
5039,surtees,2.0,13,0,6,1969
5040,jack_brabham,1.0,14,0,6,1969
5041,moser,0.0,15,0,6,1969
5042,oliver,0.0,16,0,6,1969
5043,tingle,0.0,17,0,6,1969
5044,miles,0.0,18,0,6,1969
5045,rodriguez,0.0,19,0,6,1969
5046,klerk,0.0,20,0,6,1969
5047,mario_andretti,0.0,21,0,6,1969
5048,bonnier,0.0,22,0,6,1969
5049,bell,0.0,23,0,6,1969
5050,love,0.0,24,0,6,1969
5051,rooyen,0.0,25,0,6,1969
5052,stewart,51.0,1,5,7,1969
5053,ickx,22.0,2,1,7,1969
5054,mclaren,21.0,3,0,7,1969
5055,hill,19.0,4,1,7,1969
5056,siffert,15.0,5,0,7,1969
5057,beltoise,12.0,6,0,7,1969
5058,hulme,11.0,7,0,7,1969
5059,courage,8.0,8,0,7,1969
5060,amon,4.0,9,0,7,1969
5061,rindt,3.0,10,0,7,1969
5062,attwood,3.0,11,0,7,1969
5063,elford,3.0,12,0,7,1969
5064,surtees,2.0,13,0,7,1969
5065,jack_brabham,1.0,14,0,7,1969
5066,oliver,0.0,15,0,7,1969
5067,moser,0.0,16,0,7,1969
5068,tingle,0.0,17,0,7,1969
5069,miles,0.0,18,0,7,1969
5070,rodriguez,0.0,19,0,7,1969
5071,klerk,0.0,20,0,7,1969
5072,bonnier,0.0,21,0,7,1969
5073,mario_andretti,0.0,22,0,7,1969
5074,bell,0.0,23,0,7,1969
5075,love,0.0,24,0,7,1969
5076,rooyen,0.0,25,0,7,1969
5077,stewart,60.0,1,6,8,1969
5078,mclaren,24.0,2,0,8,1969
5079,ickx,22.0,3,1,8,1969
5080,hill,19.0,4,1,8,1969
5081,beltoise,16.0,5,0,8,1969
5082,siffert,15.0,6,0,8,1969
5083,hulme,11.0,7,0,8,1969
5084,courage,10.0,8,0,8,1969
5085,rindt,9.0,9,0,8,1969
5086,amon,4.0,10,0,8,1969
5087,attwood,3.0,11,0,8,1969
5088,elford,3.0,12,0,8,1969
5089,surtees,2.0,13,0,8,1969
5090,rodriguez,1.0,14,0,8,1969
5091,jack_brabham,1.0,15,0,8,1969
5092,oliver,0.0,16,0,8,1969
5093,moser,0.0,17,0,8,1969
5094,tingle,0.0,18,0,8,1969
5095,miles,0.0,19,0,8,1969
5096,klerk,0.0,20,0,8,1969
5097,bonnier,0.0,21,0,8,1969
5098,mario_andretti,0.0,22,0,8,1969
5099,bell,0.0,23,0,8,1969
5100,love,0.0,24,0,8,1969
5101,rooyen,0.0,25,0,8,1969
5102,stewart,60.0,1,6,9,1969
5103,ickx,31.0,2,2,9,1969
5104,mclaren,26.0,3,0,9,1969
5105,hill,19.0,4,1,9,1969
5106,beltoise,19.0,5,0,9,1969
5107,siffert,15.0,6,0,9,1969
5108,rindt,13.0,7,0,9,1969
5109,hulme,11.0,8,0,9,1969
5110,courage,10.0,9,0,9,1969
5111,jack_brabham,7.0,10,0,9,1969
5112,amon,4.0,11,0,9,1969
5113,attwood,3.0,12,0,9,1969
5114,elford,3.0,13,0,9,1969
5115,surtees,2.0,14,0,9,1969
5116,rodriguez,1.0,15,0,9,1969
5117,gavin,1.0,16,0,9,1969
5118,oliver,0.0,17,0,9,1969
5119,moser,0.0,18,0,9,1969
5120,lovely,0.0,19,0,9,1969
5121,tingle,0.0,20,0,9,1969
5122,miles,0.0,21,0,9,1969
5123,brack,0.0,22,0,9,1969
5124,klerk,0.0,23,0,9,1969
5125,bonnier,0.0,24,0,9,1969
5126,mario_andretti,0.0,25,0,9,1969
5127,bell,0.0,26,0,9,1969
5128,love,0.0,27,0,9,1969
5129,cordts,0.0,28,0,9,1969
5130,rooyen,0.0,29,0,9,1969
5131,stewart,60.0,1,6,10,1969
5132,ickx,31.0,2,2,10,1969
5133,mclaren,26.0,3,0,10,1969
5134,rindt,22.0,4,1,10,1969
5135,hill,19.0,5,1,10,1969
5136,beltoise,19.0,6,0,10,1969
5137,courage,16.0,7,0,10,1969
5138,siffert,15.0,8,0,10,1969
5139,hulme,11.0,9,0,10,1969
5140,jack_brabham,10.0,10,0,10,1969
5141,surtees,6.0,11,0,10,1969
5142,amon,4.0,12,0,10,1969
5143,attwood,3.0,13,0,10,1969
5144,elford,3.0,14,0,10,1969
5145,rodriguez,3.0,15,0,10,1969
5146,moser,1.0,16,0,10,1969
5147,gavin,1.0,17,0,10,1969
5148,oliver,0.0,18,0,10,1969
5149,lovely,0.0,19,0,10,1969
5150,tingle,0.0,20,0,10,1969
5151,miles,0.0,21,0,10,1969
5152,brack,0.0,22,0,10,1969
5153,klerk,0.0,23,0,10,1969
5154,bonnier,0.0,24,0,10,1969
5155,eaton,0.0,25,0,10,1969
5156,mario_andretti,0.0,26,0,10,1969
5157,bell,0.0,27,0,10,1969
5158,love,0.0,28,0,10,1969
5159,cordts,0.0,29,0,10,1969
5160,rooyen,0.0,30,0,10,1969
5161,stewart,63.0,1,6,11,1969
5162,ickx,37.0,2,2,11,1969
5163,mclaren,26.0,3,0,11,1969
5164,rindt,22.0,4,1,11,1969
5165,beltoise,21.0,5,0,11,1969
5166,hulme,20.0,6,1,11,1969
5167,hill,19.0,7,1,11,1969
5168,courage,16.0,8,0,11,1969
5169,siffert,15.0,9,0,11,1969
5170,jack_brabham,14.0,10,0,11,1969
5171,surtees,6.0,11,0,11,1969
5172,amon,4.0,12,0,11,1969
5173,attwood,3.0,13,0,11,1969
5174,elford,3.0,14,0,11,1969
5175,rodriguez,3.0,15,0,11,1969
5176,moser,1.0,16,0,11,1969
5177,oliver,1.0,17,0,11,1969
5178,gavin,1.0,18,0,11,1969
5179,lovely,0.0,19,0,11,1969
5180,tingle,0.0,20,0,11,1969
5181,miles,0.0,21,0,11,1969
5182,brack,0.0,22,0,11,1969
5183,klerk,0.0,23,0,11,1969
5184,eaton,0.0,24,0,11,1969
5185,bonnier,0.0,25,0,11,1969
5186,mario_andretti,0.0,26,0,11,1969
5187,bell,0.0,27,0,11,1969
5188,love,0.0,28,0,11,1969
5189,cordts,0.0,29,0,11,1969
5190,rooyen,0.0,30,0,11,1969
5191,jack_brabham,9.0,1,1,1,1970
5192,hulme,6.0,2,0,1,1970
5193,stewart,4.0,3,0,1,1970
5194,beltoise,3.0,4,0,1,1970
5195,miles,2.0,5,0,1,1970
5196,hill,1.0,6,0,1,1970
5197,pescarolo,0.0,7,0,1,1970
5198,love,0.0,8,0,1,1970
5199,rodriguez,0.0,9,0,1,1970
5200,siffert,0.0,10,0,1,1970
5201,klerk,0.0,11,0,1,1970
5202,charlton,0.0,12,0,1,1970
5203,rindt,0.0,13,0,1,1970
5204,ickx,0.0,14,0,1,1970
5205,surtees,0.0,15,0,1,1970
5206,eaton,0.0,16,0,1,1970
5207,gavin,0.0,17,0,1,1970
5208,mclaren,0.0,18,0,1,1970
5209,courage,0.0,19,0,1,1970
5210,mario_andretti,0.0,20,0,1,1970
5211,stommelen,0.0,21,0,1,1970
5212,oliver,0.0,22,0,1,1970
5213,amon,0.0,23,0,1,1970
5214,stewart,13.0,1,1,2,1970
5215,jack_brabham,9.0,2,1,2,1970
5216,hulme,6.0,3,0,2,1970
5217,mclaren,6.0,4,0,2,1970
5218,mario_andretti,4.0,5,0,2,1970
5219,hill,4.0,6,0,2,1970
5220,beltoise,3.0,7,0,2,1970
5221,gavin,2.0,8,0,2,1970
5222,miles,2.0,9,0,2,1970
5223,pescarolo,0.0,10,0,2,1970
5224,love,0.0,11,0,2,1970
5225,rodriguez,0.0,12,0,2,1970
5226,siffert,0.0,13,0,2,1970
5227,klerk,0.0,14,0,2,1970
5228,charlton,0.0,15,0,2,1970
5229,rindt,0.0,16,0,2,1970
5230,surtees,0.0,17,0,2,1970
5231,stommelen,0.0,18,0,2,1970
5232,amon,0.0,19,0,2,1970
5233,ickx,0.0,20,0,2,1970
5234,eaton,0.0,21,0,2,1970
5235,oliver,0.0,22,0,2,1970
5236,courage,0.0,23,0,2,1970
5237,adamich,0.0,24,0,2,1970
5238,roig,0.0,25,0,2,1970
5239,jack_brabham,15.0,1,1,3,1970
5240,stewart,13.0,2,1,3,1970
5241,rindt,9.0,3,1,3,1970
5242,hulme,9.0,4,0,3,1970
5243,mclaren,6.0,5,0,3,1970
5244,hill,6.0,6,0,3,1970
5245,pescarolo,4.0,7,0,3,1970
5246,mario_andretti,4.0,8,0,3,1970
5247,beltoise,3.0,9,0,3,1970
5248,gavin,2.0,10,0,3,1970
5249,miles,2.0,11,0,3,1970
5250,rodriguez,1.0,12,0,3,1970
5251,peterson,0.0,13,0,3,1970
5252,siffert,0.0,14,0,3,1970
5253,love,0.0,15,0,3,1970
5254,klerk,0.0,16,0,3,1970
5255,charlton,0.0,17,0,3,1970
5256,surtees,0.0,18,0,3,1970
5257,stommelen,0.0,19,0,3,1970
5258,amon,0.0,20,0,3,1970
5259,courage,0.0,21,0,3,1970
5260,oliver,0.0,22,0,3,1970
5261,ickx,0.0,23,0,3,1970
5262,eaton,0.0,24,0,3,1970
5263,adamich,0.0,25,0,3,1970
5264,roig,0.0,26,0,3,1970
5265,jack_brabham,15.0,1,1,4,1970
5266,stewart,13.0,2,1,4,1970
5267,rodriguez,10.0,3,1,4,1970
5268,rindt,9.0,4,1,4,1970
5269,hulme,9.0,5,0,4,1970
5270,beltoise,7.0,6,0,4,1970
5271,amon,6.0,7,0,4,1970
5272,mclaren,6.0,8,0,4,1970
5273,hill,6.0,9,0,4,1970
5274,pescarolo,5.0,10,0,4,1970
5275,mario_andretti,4.0,11,0,4,1970
5276,giunti,3.0,12,0,4,1970
5277,stommelen,2.0,13,0,4,1970
5278,miles,2.0,14,0,4,1970
5279,gavin,2.0,15,0,4,1970
5280,siffert,0.0,16,0,4,1970
5281,peterson,0.0,17,0,4,1970
5282,ickx,0.0,18,0,4,1970
5283,love,0.0,19,0,4,1970
5284,klerk,0.0,20,0,4,1970
5285,charlton,0.0,21,0,4,1970
5286,surtees,0.0,22,0,4,1970
5287,courage,0.0,23,0,4,1970
5288,oliver,0.0,24,0,4,1970
5289,eaton,0.0,25,0,4,1970
5290,adamich,0.0,26,0,4,1970
5291,bell,0.0,27,0,4,1970
5292,roig,0.0,28,0,4,1970
5293,stewart,19.0,1,1,5,1970
5294,rindt,18.0,2,2,5,1970
5295,jack_brabham,15.0,3,1,5,1970
5296,rodriguez,10.0,4,1,5,1970
5297,hulme,9.0,5,0,5,1970
5298,beltoise,9.0,6,0,5,1970
5299,amon,6.0,7,0,5,1970
5300,mclaren,6.0,8,0,5,1970
5301,hill,6.0,9,0,5,1970
5302,pescarolo,5.0,10,0,5,1970
5303,ickx,4.0,11,0,5,1970
5304,mario_andretti,4.0,12,0,5,1970
5305,giunti,3.0,13,0,5,1970
5306,regazzoni,3.0,14,0,5,1970
5307,miles,2.0,15,0,5,1970
5308,stommelen,2.0,16,0,5,1970
5309,gavin,2.0,17,0,5,1970
5310,surtees,1.0,18,0,5,1970
5311,siffert,0.0,19,0,5,1970
5312,peterson,0.0,20,0,5,1970
5313,love,0.0,21,0,5,1970
5314,klerk,0.0,22,0,5,1970
5315,charlton,0.0,23,0,5,1970
5316,courage,0.0,24,0,5,1970
5317,oliver,0.0,25,0,5,1970
5318,cevert,0.0,26,0,5,1970
5319,eaton,0.0,27,0,5,1970
5320,adamich,0.0,28,0,5,1970
5321,bell,0.0,29,0,5,1970
5322,gethin,0.0,30,0,5,1970
5323,rindt,27.0,1,3,6,1970
5324,stewart,19.0,2,1,6,1970
5325,jack_brabham,19.0,3,1,6,1970
5326,amon,12.0,4,0,6,1970
5327,hulme,12.0,5,0,6,1970
5328,rodriguez,10.0,6,1,6,1970
5329,beltoise,9.0,7,0,6,1970
5330,pescarolo,7.0,8,0,6,1970
5331,mclaren,6.0,9,0,6,1970
5332,hill,6.0,10,0,6,1970
5333,ickx,4.0,11,0,6,1970
5334,mario_andretti,4.0,12,0,6,1970
5335,giunti,3.0,13,0,6,1970
5336,regazzoni,3.0,14,0,6,1970
5337,miles,2.0,15,0,6,1970
5338,stommelen,2.0,16,0,6,1970
5339,gavin,2.0,17,0,6,1970
5340,surtees,1.0,18,0,6,1970
5341,gurney,1.0,19,0,6,1970
5342,siffert,0.0,20,0,6,1970
5343,peterson,0.0,21,0,6,1970
5344,love,0.0,22,0,6,1970
5345,cevert,0.0,23,0,6,1970
5346,klerk,0.0,24,0,6,1970
5347,eaton,0.0,25,0,6,1970
5348,charlton,0.0,26,0,6,1970
5349,courage,0.0,27,0,6,1970
5350,oliver,0.0,28,0,6,1970
5351,adamich,0.0,29,0,6,1970
5352,bell,0.0,30,0,6,1970
5353,rindt,36.0,1,4,7,1970
5354,jack_brabham,25.0,2,1,7,1970
5355,stewart,19.0,3,1,7,1970
5356,hulme,16.0,4,0,7,1970
5357,amon,14.0,5,0,7,1970
5358,rodriguez,10.0,6,1,7,1970
5359,beltoise,9.0,7,0,7,1970
5360,pescarolo,7.0,8,0,7,1970
5361,hill,7.0,9,0,7,1970
5362,mclaren,6.0,10,0,7,1970
5363,regazzoni,6.0,11,0,7,1970
5364,ickx,4.0,12,0,7,1970
5365,mario_andretti,4.0,13,0,7,1970
5366,giunti,3.0,14,0,7,1970
5367,miles,2.0,15,0,7,1970
5368,stommelen,2.0,16,0,7,1970
5369,gavin,2.0,17,0,7,1970
5370,surtees,1.0,18,0,7,1970
5371,gurney,1.0,19,0,7,1970
5372,siffert,0.0,20,0,7,1970
5373,peterson,0.0,21,0,7,1970
5374,cevert,0.0,22,0,7,1970
5375,emerson_fittipaldi,0.0,23,0,7,1970
5376,love,0.0,24,0,7,1970
5377,klerk,0.0,25,0,7,1970
5378,eaton,0.0,26,0,7,1970
5379,charlton,0.0,27,0,7,1970
5380,courage,0.0,28,0,7,1970
5381,lovely,0.0,29,0,7,1970
5382,oliver,0.0,30,0,7,1970
5383,rindt,45.0,1,5,8,1970
5384,jack_brabham,25.0,2,1,8,1970
5385,hulme,20.0,3,0,8,1970
5386,stewart,19.0,4,1,8,1970
5387,amon,14.0,5,0,8,1970
5388,rodriguez,10.0,6,1,8,1970
5389,ickx,10.0,7,0,8,1970
5390,beltoise,9.0,8,0,8,1970
5391,pescarolo,8.0,9,0,8,1970
5392,hill,7.0,10,0,8,1970
5393,mclaren,6.0,11,0,8,1970
5394,regazzoni,6.0,12,0,8,1970
5395,mario_andretti,4.0,13,0,8,1970
5396,stommelen,4.0,14,0,8,1970
5397,emerson_fittipaldi,3.0,15,0,8,1970
5398,giunti,3.0,16,0,8,1970
5399,miles,2.0,17,0,8,1970
5400,gavin,2.0,18,0,8,1970
5401,surtees,1.0,19,0,8,1970
5402,gurney,1.0,20,0,8,1970
5403,cevert,0.0,21,0,8,1970
5404,siffert,0.0,22,0,8,1970
5405,peterson,0.0,23,0,8,1970
5406,love,0.0,24,0,8,1970
5407,klerk,0.0,25,0,8,1970
5408,eaton,0.0,26,0,8,1970
5409,charlton,0.0,27,0,8,1970
5410,courage,0.0,28,0,8,1970
5411,lovely,0.0,29,0,8,1970
5412,oliver,0.0,30,0,8,1970
5413,rindt,45.0,1,5,9,1970
5414,jack_brabham,25.0,2,1,9,1970
5415,hulme,20.0,3,0,9,1970
5416,ickx,19.0,4,1,9,1970
5417,stewart,19.0,5,1,9,1970
5418,amon,14.0,6,0,9,1970
5419,rodriguez,13.0,7,1,9,1970
5420,regazzoni,12.0,8,0,9,1970
5421,beltoise,10.0,9,0,9,1970
5422,stommelen,8.0,10,0,9,1970
5423,pescarolo,8.0,11,0,9,1970
5424,hill,7.0,12,0,9,1970
5425,mclaren,6.0,13,0,9,1970
5426,mario_andretti,4.0,14,0,9,1970
5427,giunti,3.0,15,0,9,1970
5428,emerson_fittipaldi,3.0,16,0,9,1970
5429,miles,2.0,17,0,9,1970
5430,oliver,2.0,18,0,9,1970
5431,gavin,2.0,19,0,9,1970
5432,surtees,1.0,20,0,9,1970
5433,gurney,1.0,21,0,9,1970
5434,cevert,0.0,22,0,9,1970
5435,siffert,0.0,23,0,9,1970
5436,peterson,0.0,24,0,9,1970
5437,love,0.0,25,0,9,1970
5438,gethin,0.0,26,0,9,1970
5439,eaton,0.0,27,0,9,1970
5440,klerk,0.0,28,0,9,1970
5441,adamich,0.0,29,0,9,1970
5442,charlton,0.0,30,0,9,1970
5443,rindt,45.0,1,5,10,1970
5444,stewart,25.0,2,1,10,1970
5445,jack_brabham,25.0,3,1,10,1970
5446,hulme,23.0,4,0,10,1970
5447,regazzoni,21.0,5,1,10,1970
5448,ickx,19.0,6,1,10,1970
5449,amon,14.0,7,0,10,1970
5450,beltoise,14.0,8,0,10,1970
5451,rodriguez,13.0,9,1,10,1970
5452,stommelen,10.0,10,0,10,1970
5453,pescarolo,8.0,11,0,10,1970
5454,hill,7.0,12,0,10,1970
5455,mclaren,6.0,13,0,10,1970
5456,mario_andretti,4.0,14,0,10,1970
5457,giunti,3.0,15,0,10,1970
5458,emerson_fittipaldi,3.0,16,0,10,1970
5459,miles,2.0,17,0,10,1970
5460,oliver,2.0,18,0,10,1970
5461,gavin,2.0,19,0,10,1970
5462,cevert,1.0,20,0,10,1970
5463,surtees,1.0,21,0,10,1970
5464,gurney,1.0,22,0,10,1970
5465,siffert,0.0,23,0,10,1970
5466,peterson,0.0,24,0,10,1970
5467,adamich,0.0,25,0,10,1970
5468,love,0.0,26,0,10,1970
5469,gethin,0.0,27,0,10,1970
5470,eaton,0.0,28,0,10,1970
5471,klerk,0.0,29,0,10,1970
5472,charlton,0.0,30,0,10,1970
5473,rindt,45.0,1,5,11,1970
5474,ickx,28.0,2,2,11,1970
5475,regazzoni,27.0,3,1,11,1970
5476,stewart,25.0,4,1,11,1970
5477,jack_brabham,25.0,5,1,11,1970
5478,hulme,23.0,6,0,11,1970
5479,amon,18.0,7,0,11,1970
5480,rodriguez,16.0,8,1,11,1970
5481,beltoise,14.0,9,0,11,1970
5482,stommelen,10.0,10,0,11,1970
5483,pescarolo,8.0,11,0,11,1970
5484,hill,7.0,12,0,11,1970
5485,mclaren,6.0,13,0,11,1970
5486,mario_andretti,4.0,14,0,11,1970
5487,giunti,3.0,15,0,11,1970
5488,emerson_fittipaldi,3.0,16,0,11,1970
5489,surtees,3.0,17,0,11,1970
5490,miles,2.0,18,0,11,1970
5491,oliver,2.0,19,0,11,1970
5492,gavin,2.0,20,0,11,1970
5493,cevert,1.0,21,0,11,1970
5494,gethin,1.0,22,0,11,1970
5495,gurney,1.0,23,0,11,1970
5496,siffert,0.0,24,0,11,1970
5497,peterson,0.0,25,0,11,1970
5498,adamich,0.0,26,0,11,1970
5499,love,0.0,27,0,11,1970
5500,eaton,0.0,28,0,11,1970
5501,klerk,0.0,29,0,11,1970
5502,charlton,0.0,30,0,11,1970
5503,rindt,45.0,1,5,12,1970
5504,ickx,31.0,2,2,12,1970
5505,regazzoni,27.0,3,1,12,1970
5506,stewart,25.0,4,1,12,1970
5507,jack_brabham,25.0,5,1,12,1970
5508,hulme,23.0,6,0,12,1970
5509,rodriguez,22.0,7,1,12,1970
5510,amon,20.0,8,0,12,1970
5511,beltoise,14.0,9,0,12,1970
5512,emerson_fittipaldi,12.0,10,1,12,1970
5513,stommelen,10.0,11,0,12,1970
5514,pescarolo,8.0,12,0,12,1970
5515,hill,7.0,13,0,12,1970
5516,mclaren,6.0,14,0,12,1970
5517,mario_andretti,4.0,15,0,12,1970
5518,wisell,4.0,16,0,12,1970
5519,giunti,3.0,17,0,12,1970
5520,surtees,3.0,18,0,12,1970
5521,miles,2.0,19,0,12,1970
5522,oliver,2.0,20,0,12,1970
5523,gavin,2.0,21,0,12,1970
5524,cevert,1.0,22,0,12,1970
5525,gethin,1.0,23,0,12,1970
5526,gurney,1.0,24,0,12,1970
5527,bell,1.0,25,0,12,1970
5528,siffert,0.0,26,0,12,1970
5529,peterson,0.0,27,0,12,1970
5530,adamich,0.0,28,0,12,1970
5531,love,0.0,29,0,12,1970
5532,eaton,0.0,30,0,12,1970
5533,rindt,45.0,1,5,13,1970
5534,ickx,40.0,2,3,13,1970
5535,regazzoni,33.0,3,1,13,1970
5536,hulme,27.0,4,0,13,1970
5537,stewart,25.0,5,1,13,1970
5538,jack_brabham,25.0,6,1,13,1970
5539,rodriguez,23.0,7,1,13,1970
5540,amon,23.0,8,0,13,1970
5541,beltoise,16.0,9,0,13,1970
5542,emerson_fittipaldi,12.0,10,1,13,1970
5543,stommelen,10.0,11,0,13,1970
5544,pescarolo,8.0,12,0,13,1970
5545,hill,7.0,13,0,13,1970
5546,mclaren,6.0,14,0,13,1970
5547,wisell,4.0,15,0,13,1970
5548,mario_andretti,4.0,16,0,13,1970
5549,giunti,3.0,17,0,13,1970
5550,surtees,3.0,18,0,13,1970
5551,miles,2.0,19,0,13,1970
5552,oliver,2.0,20,0,13,1970
5553,gavin,2.0,21,0,13,1970
5554,cevert,1.0,22,0,13,1970
5555,gethin,1.0,23,0,13,1970
5556,gurney,1.0,24,0,13,1970
5557,bell,1.0,25,0,13,1970
5558,siffert,0.0,26,0,13,1970
5559,peterson,0.0,27,0,13,1970
5560,adamich,0.0,28,0,13,1970
5561,love,0.0,29,0,13,1970
5562,eaton,0.0,30,0,13,1970
5563,mario_andretti,9.0,1,1,1,1971
5564,stewart,6.0,2,0,1,1971
5565,regazzoni,4.0,3,0,1,1971
5566,wisell,3.0,4,0,1,1971
5567,amon,2.0,5,0,1,1971
5568,hulme,1.0,6,0,1,1971
5569,redman,0.0,7,0,1,1971
5570,ickx,0.0,8,0,1,1971
5571,hill,0.0,9,0,1,1971
5572,peterson,0.0,10,0,1,1971
5573,pescarolo,0.0,11,0,1,1971
5574,stommelen,0.0,12,0,1,1971
5575,adamich,0.0,13,0,1,1971
5576,emerson_fittipaldi,0.0,14,0,1,1971
5577,surtees,0.0,15,0,1,1971
5578,cevert,0.0,16,0,1,1971
5579,ganley,0.0,17,0,1,1971
5580,rodriguez,0.0,18,0,1,1971
5581,charlton,0.0,19,0,1,1971
5582,siffert,0.0,20,0,1,1971
5583,love,0.0,21,0,1,1971
5584,pretorius,0.0,22,0,1,1971
5585,gethin,0.0,23,0,1,1971
5586,bonnier,0.0,24,0,1,1971
5587,roig,0.0,25,0,1,1971
5588,stewart,15.0,1,1,2,1971
5589,mario_andretti,9.0,2,1,2,1971
5590,ickx,6.0,3,0,2,1971
5591,amon,6.0,4,0,2,1971
5592,regazzoni,4.0,5,0,2,1971
5593,wisell,3.0,6,0,2,1971
5594,rodriguez,3.0,7,0,2,1971
5595,hulme,3.0,8,0,2,1971
5596,beltoise,1.0,9,0,2,1971
5597,cevert,0.0,10,0,2,1971
5598,redman,0.0,11,0,2,1971
5599,gethin,0.0,12,0,2,1971
5600,hill,0.0,13,0,2,1971
5601,schenken,0.0,14,0,2,1971
5602,ganley,0.0,15,0,2,1971
5603,peterson,0.0,16,0,2,1971
5604,pescarolo,0.0,17,0,2,1971
5605,surtees,0.0,18,0,2,1971
5606,stommelen,0.0,19,0,2,1971
5607,adamich,0.0,20,0,2,1971
5608,emerson_fittipaldi,0.0,21,0,2,1971
5609,roig,0.0,22,0,2,1971
5610,charlton,0.0,23,0,2,1971
5611,siffert,0.0,24,0,2,1971
5612,love,0.0,25,0,2,1971
5613,pretorius,0.0,26,0,2,1971
5614,bonnier,0.0,27,0,2,1971
5615,stewart,24.0,1,2,3,1971
5616,ickx,10.0,2,0,3,1971
5617,mario_andretti,9.0,3,1,3,1971
5618,peterson,6.0,4,0,3,1971
5619,amon,6.0,5,0,3,1971
5620,hulme,6.0,6,0,3,1971
5621,regazzoni,4.0,7,0,3,1971
5622,rodriguez,3.0,8,0,3,1971
5623,wisell,3.0,9,0,3,1971
5624,emerson_fittipaldi,2.0,10,0,3,1971
5625,stommelen,1.0,11,0,3,1971
5626,beltoise,1.0,12,0,3,1971
5627,surtees,0.0,13,0,3,1971
5628,cevert,0.0,14,0,3,1971
5629,redman,0.0,15,0,3,1971
5630,pescarolo,0.0,16,0,3,1971
5631,gethin,0.0,17,0,3,1971
5632,schenken,0.0,18,0,3,1971
5633,hill,0.0,19,0,3,1971
5634,ganley,0.0,20,0,3,1971
5635,adamich,0.0,21,0,3,1971
5636,siffert,0.0,22,0,3,1971
5637,roig,0.0,23,0,3,1971
5638,charlton,0.0,24,0,3,1971
5639,love,0.0,25,0,3,1971
5640,barber,0.0,26,0,3,1971
5641,pretorius,0.0,27,0,3,1971
5642,bonnier,0.0,28,0,3,1971
5643,stewart,24.0,1,2,4,1971
5644,ickx,19.0,2,1,4,1971
5645,mario_andretti,9.0,3,1,4,1971
5646,rodriguez,9.0,4,0,4,1971
5647,peterson,9.0,5,0,4,1971
5648,regazzoni,8.0,6,0,4,1971
5649,amon,6.0,7,0,4,1971
5650,hulme,6.0,8,0,4,1971
5651,wisell,3.0,9,0,4,1971
5652,surtees,2.0,10,0,4,1971
5653,emerson_fittipaldi,2.0,11,0,4,1971
5654,beltoise,1.0,12,0,4,1971
5655,stommelen,1.0,13,0,4,1971
5656,siffert,1.0,14,0,4,1971
5657,ganley,0.0,15,0,4,1971
5658,cevert,0.0,16,0,4,1971
5659,redman,0.0,17,0,4,1971
5660,pescarolo,0.0,18,0,4,1971
5661,gethin,0.0,19,0,4,1971
5662,lennep,0.0,20,0,4,1971
5663,schenken,0.0,21,0,4,1971
5664,hill,0.0,22,0,4,1971
5665,adamich,0.0,23,0,4,1971
5666,barber,0.0,24,0,4,1971
5667,roig,0.0,25,0,4,1971
5668,charlton,0.0,26,0,4,1971
5669,love,0.0,27,0,4,1971
5670,pretorius,0.0,28,0,4,1971
5671,walker,0.0,29,0,4,1971
5672,bonnier,0.0,30,0,4,1971
5673,stewart,33.0,1,3,5,1971
5674,ickx,19.0,2,1,5,1971
5675,mario_andretti,9.0,3,1,5,1971
5676,rodriguez,9.0,4,0,5,1971
5677,peterson,9.0,5,0,5,1971
5678,regazzoni,8.0,6,0,5,1971
5679,amon,8.0,7,0,5,1971
5680,cevert,6.0,8,0,5,1971
5681,emerson_fittipaldi,6.0,9,0,5,1971
5682,hulme,6.0,10,0,5,1971
5683,siffert,4.0,11,0,5,1971
5684,wisell,4.0,12,0,5,1971
5685,surtees,2.0,13,0,5,1971
5686,beltoise,1.0,14,0,5,1971
5687,stommelen,1.0,15,0,5,1971
5688,ganley,0.0,16,0,5,1971
5689,redman,0.0,17,0,5,1971
5690,gethin,0.0,18,0,5,1971
5691,pescarolo,0.0,19,0,5,1971
5692,lennep,0.0,20,0,5,1971
5693,schenken,0.0,21,0,5,1971
5694,hill,0.0,22,0,5,1971
5695,adamich,0.0,23,0,5,1971
5696,mazet,0.0,24,0,5,1971
5697,barber,0.0,25,0,5,1971
5698,jean,0.0,26,0,5,1971
5699,roig,0.0,27,0,5,1971
5700,charlton,0.0,28,0,5,1971
5701,love,0.0,29,0,5,1971
5702,pretorius,0.0,30,0,5,1971
5703,stewart,42.0,1,4,6,1971
5704,ickx,19.0,2,1,6,1971
5705,peterson,15.0,3,0,6,1971
5706,emerson_fittipaldi,10.0,4,0,6,1971
5707,mario_andretti,9.0,5,1,6,1971
5708,rodriguez,9.0,6,0,6,1971
5709,regazzoni,8.0,7,0,6,1971
5710,amon,8.0,8,0,6,1971
5711,cevert,6.0,9,0,6,1971
5712,hulme,6.0,10,0,6,1971
5713,siffert,4.0,11,0,6,1971
5714,wisell,4.0,12,0,6,1971
5715,pescarolo,3.0,13,0,6,1971
